bin,avg_x,std_x,avg_y,std_y,sum_networth,sum_kills,sum_deaths,n_roshans,n_pushes,n_wards,hero_density,sum_networth_radiant,sum_networth_dire,net_worth_diff,abs_net_worth_diff,core_r_x,core_r_y,core_r_networth,core_r_kills,core_r_deaths,mid_r_x,mid_r_y,mid_r_networth,mid_r_kills,mid_r_deaths,hard_r_x,hard_r_y,hard_r_networth,hard_r_kills,hard_r_deaths,h_sup_r_x,h_sup_r_y,h_sup_r_networth,h_sup_r_kills,h_sup_r_deaths,sup_r_x,sup_r_y,sup_r_networth,sup_r_kills,sup_r_deaths,core_d_x,core_d_y,core_d_networth,core_d_kills,core_d_deaths,mid_d_x,mid_d_y,mid_d_networth,mid_d_kills,mid_d_deaths,hard_d_x,hard_d_y,hard_d_networth,hard_d_kills,hard_d_deaths,h_sup_d_x,h_sup_d_y,h_sup_d_networth,h_sup_d_kills,h_sup_d_deaths,sup_d_x,sup_d_y,sup_d_networth,sup_d_kills,sup_d_deaths,label,win,time
0,119.6768066,35.23928706545227,125.1600835,35.44786899121866,7192,1,1,0,0,6,9,3847,3345,502,502,159.04443,85.260254,784.0,0.0,0.0,125.2334,125.22827,763.0,0.0,0.0,79.15576,164.98169,724.0,0.0,0.0,82.73218,149.75562,634.0,0.0,0.0,153.44336,88.78784,942.0,1.0,0.0,80.96387,169.49634,724.0,0.0,0.0,124.51709,127.15869,724.0,0.0,0.0,172.24219,87.475586,694.0,0.0,0.0,131.6831,89.254395,579.0,0.0,1.0,87.752686,164.20215,624.0,0.0,0.0,gang,1,00:00:00
1,131.9413094,38.840201871598495,124.5047365,29.25994128877227,7901,1,1,0,0,6,10,4308,3593,715,715,175.38135,87.08545,911.0,0.0,0.0,124.43799,124.88672,893.0,0.0,0.0,81.93164,156.78662,868.0,0.0,0.0,97.21069,152.81763,679.0,0.0,0.0,177.32422,90.33618,957.0,1.0,0.0,96.96753,154.42847,844.0,0.0,0.0,125.122314,127.85693,777.0,0.0,0.0,172.90894,100.970215,773.0,0.0,0.0,172.20801,94.66748,594.0,0.0,1.0,95.92041,155.21167,605.0,0.0,0.0,farm,1,00:00:30
2,127.596314,44.284305016630505,122.7467285,30.71015521161653,8812,2,2,0,0,6,9,4650,4162,488,488,174.64258,91.73535,998.0,0.0,0.0,124.543945,127.879395,976.0,0.0,0.0,80.96387,151.44165,950.0,0.0,0.0,79.073975,106.2439,724.0,0.0,1.0,176.28125,90.83984,1002.0,1.0,0.0,80.10205,172.19556,1110.0,1.0,0.0,126.09204,130.29492,822.0,0.0,0.0,175.81714,96.87573,888.0,0.0,0.0,173.60498,97.49927,639.0,0.0,1.0,84.84131,162.46167,703.0,0.0,0.0,farm,1,00:01:00
3,129.15920490000002,42.88455618234339,128.57585360000002,34.19461251506045,9638,2,2,0,0,6,6,5141,4497,644,644,173.22144,86.4834,1115.0,0.0,0.0,120.78174,123.23755,1105.0,0.0,0.0,79.54834,166.03857,1105.0,0.0,0.0,96.386475,160.17456,769.0,0.0,1.0,176.71802,91.67627,1047.0,1.0,0.0,81.2854,169.28271,1201.0,1.0,0.0,124.04224,126.829346,911.0,0.0,0.0,179.83691,96.971924,983.0,0.0,0.0,173.79248,98.846436,654.0,0.0,1.0,85.979004,166.21777,748.0,0.0,0.0,farm,1,00:01:30
4,130.5445065,42.98427382248524,129.73271549999998,33.764369499129664,10705,2,2,0,0,8,7,5650,5055,595,595,182.65869,92.27954,1326.0,0.0,0.0,125.525635,125.457275,1274.0,0.0,0.0,78.00537,164.43335,1285.0,0.0,0.0,87.45459,160.60205,764.0,0.0,1.0,176.03271,93.84619,1001.0,1.0,0.0,82.12598,176.2378,1434.0,1.0,0.0,127.48706,130.77588,1030.0,0.0,0.0,178.22461,98.8501,1149.0,0.0,0.0,169.6792,93.76123,699.0,0.0,1.0,98.25122,161.08374,743.0,0.0,0.0,farm,1,00:02:00
5,129.4047121,45.5928264779117,124.429103,36.10053209190937,11966,2,2,0,0,9,5,6163,5803,360,360,172.7251,81.36914,1472.0,0.0,0.0,122.42798,122.01611,1397.0,0.0,0.0,79.515625,162.8274,1452.0,0.0,0.0,81.48218,156.60474,809.0,0.0,1.0,185.47046,86.91431,1033.0,1.0,0.0,81.13086,165.12085,1601.0,1.0,0.0,123.70166,125.64551,1227.0,0.0,0.0,185.11987,90.23535,1398.0,0.0,0.0,172.34863,87.31592,789.0,0.0,1.0,90.124756,166.2417,788.0,0.0,0.0,farm,1,00:02:30
6,124.5246335,46.54411225417818,125.5433111,28.96522278100118,13009,3,3,0,0,9,8,6691,6318,373,373,177.2793,92.75781,1641.0,0.0,0.0,120.33496,122.09033,1586.0,0.0,0.0,77.700195,148.09644,1629.0,0.0,0.0,67.28906,165.8086,851.0,0.0,2.0,171.81934,93.28223,984.0,1.0,0.0,78.595215,154.91992,1867.0,2.0,0.0,127.918945,127.773926,1226.0,0.0,0.0,176.75293,97.52759,1482.0,0.0,0.0,169.2832,97.967285,834.0,0.0,1.0,78.27319,155.20898,909.0,0.0,0.0,gang,1,00:03:00
7,130.13811,37.55395203223432,128.313721,23.17908447308021,13784,3,3,0,0,10,9,7015,6769,246,246,177.42212,99.22827,1808.0,0.0,0.0,128.23584,127.38379,1631.0,0.0,0.0,77.33789,148.74683,1711.0,0.0,0.0,105.90869,134.61084,896.0,0.0,2.0,157.89648,99.58081,969.0,1.0,0.0,79.06494,170.60742,2031.0,2.0,0.0,121.49756,136.61987,1397.0,0.0,0.0,179.77197,105.50488,1668.0,0.0,0.0,160.18384,117.79932,719.0,0.0,1.0,114.06177,143.05518,954.0,0.0,0.0,gang,1,00:03:30
8,132.872388,41.74512833185271,124.7713876,24.556913151255163,14679,4,4,0,0,11,8,7578,7101,477,477,180.22876,98.16577,2009.0,0.0,0.0,122.06299,122.48877,1760.0,0.0,0.0,78.08423,151.69434,1956.0,0.0,0.0,96.53638,135.0835,889.0,0.0,3.0,178.18945,99.52246,964.0,1.0,0.0,78.615234,157.15137,2148.0,2.0,0.0,122.353516,124.281006,1449.0,0.0,0.0,179.21289,104.33594,1653.0,0.0,0.0,172.82861,97.79297,764.0,0.0,1.0,120.61182,157.19775,1087.0,1.0,0.0,farm,1,00:04:00
9,127.3113045,39.34150148351289,129.5795175,31.951494831723345,15833,4,4,0,0,12,8,8040,7793,247,247,175.67285,97.802734,2216.0,0.0,0.0,122.74878,123.6897,1892.0,0.0,0.0,82.29785,154.60767,2024.0,0.0,0.0,89.50098,135.61133,934.0,0.0,3.0,159.38184,85.934326,974.0,1.0,0.0,80.63257,170.91626,2440.0,2.0,0.0,124.13721,127.623535,1510.0,0.0,0.0,177.62158,103.78125,1905.0,0.0,0.0,164.79834,112.37891,825.0,0.0,1.0,96.321045,183.44946,1113.0,1.0,0.0,farm,1,00:04:30
