bin,avg_x,std_x,avg_y,std_y,sum_networth,sum_kills,sum_deaths,n_roshans,n_pushes,n_wards,hero_density,sum_networth_radiant,sum_networth_dire,net_worth_diff,abs_net_worth_diff,core_r_x,core_r_y,core_r_networth,core_r_kills,core_r_deaths,mid_r_x,mid_r_y,mid_r_networth,mid_r_kills,mid_r_deaths,hard_r_x,hard_r_y,hard_r_networth,hard_r_kills,hard_r_deaths,h_sup_r_x,h_sup_r_y,h_sup_r_networth,h_sup_r_kills,h_sup_r_deaths,sup_r_x,sup_r_y,sup_r_networth,sup_r_kills,sup_r_deaths,core_d_x,core_d_y,core_d_networth,core_d_kills,core_d_deaths,mid_d_x,mid_d_y,mid_d_networth,mid_d_kills,mid_d_deaths,hard_d_x,hard_d_y,hard_d_networth,hard_d_kills,hard_d_deaths,h_sup_d_x,h_sup_d_y,h_sup_d_networth,h_sup_d_kills,h_sup_d_deaths,sup_d_x,sup_d_y,sup_d_networth,sup_d_kills,sup_d_deaths,label,win,time
52,104.0132081,30.514255201909457,149.045043,31.95185625081656,111822,27,27,1,4,70,10,49048,62774,-13726,13726,86.052,189.6106,14371.0,1.0,3.0,96.97095,133.08862,12432.0,3.0,3.0,136.38306,101.41675,10042.0,2.0,5.0,84.227295,146.6897,6341.0,1.0,2.0,109.51831,115.98901,5862.0,0.0,7.0,158.00977,124.20068,17882.0,6.0,1.0,139.0144,136.19067,15289.0,8.0,1.0,86.076416,174.98828,15064.0,2.0,1.0,68.90234,182.94507,7263.0,2.0,2.0,74.97754,185.33105,7276.0,2.0,2.0,gang,0,00:26:00
53,122.535888,33.59152067723906,113.0035645,45.69000797276081,113962,27,27,1,4,76,7,50424,63538,-13114,13114,86.052,189.6106,14419.0,1.0,3.0,76.71387,149.58936,12774.0,3.0,3.0,122.35864,82.73901,10710.0,2.0,5.0,85.676025,166.65063,6674.0,1.0,2.0,102.526855,132.19751,5847.0,0.0,7.0,148.60278,72.602295,17888.0,6.0,1.0,128.65991,126.88159,15755.0,8.0,1.0,174.82666,66.1521,15372.0,2.0,1.0,152.09814,73.27588,7349.0,2.0,2.0,147.844,70.33667,7174.0,2.0,2.0,farm,0,00:26:30
54,131.6453608,39.12846447327184,120.8690184,38.37990590175568,118541,27,27,1,4,76,7,51472,67069,-15597,15597,93.58984,99.096924,14347.0,1.0,3.0,97.093994,170.23682,13163.0,3.0,3.0,104.52905,139.9353,11217.0,2.0,5.0,95.243164,161.9834,6756.0,1.0,2.0,95.99414,130.05347,5989.0,0.0,7.0,172.26685,85.66113,18387.0,6.0,1.0,129.83447,172.40747,16417.0,8.0,1.0,164.06079,81.97119,15751.0,2.0,1.0,177.09717,79.69531,9059.0,2.0,2.0,186.74414,87.64917,7455.0,2.0,2.0,farm,0,00:27:00
55,124.5863051,4.826742849759279,126.3458255,7.097579968210781,119805,27,27,1,4,76,10,51759,68046,-16287,16287,122.25928,120.275635,14395.0,1.0,3.0,125.95386,118.12915,13211.0,3.0,3.0,125.197266,129.06177,11355.0,2.0,5.0,117.25879,131.03467,6724.0,1.0,2.0,118.176025,117.25806,6074.0,0.0,7.0,124.50293,123.12964,18853.0,6.0,1.0,122.74512,127.0896,16665.0,8.0,1.0,133.26929,126.65454,15868.0,2.0,1.0,127.35742,129.85986,9107.0,2.0,2.0,129.14307,140.96533,7553.0,2.0,2.0,team_fight,0,00:27:30
56,104.4878415,3.485297153891323,118.3925285,6.94355567743585,122668,33,33,1,4,79,10,50700,71968,-21268,21268,105.319824,115.785645,14443.0,1.0,4.0,103.8396,115.78784,13534.0,4.0,4.0,109.336914,119.24609,10421.0,2.0,7.0,106.21289,123.267334,6848.0,1.0,3.0,106.30493,134.33594,5454.0,0.0,7.0,102.67993,112.420166,20769.0,11.0,1.0,106.877686,118.661865,16840.0,8.0,2.0,101.968506,108.10864,16409.0,2.0,1.0,96.637695,118.296875,9752.0,2.0,2.0,105.70044,118.01489,8198.0,2.0,2.0,team_fight,0,00:28:00
57,96.0278564,10.790238455702658,105.6066398,10.614798710574474,123263,33,33,1,4,79,10,50977,72286,-21309,21309,105.319824,115.785645,14491.0,1.0,4.0,103.8396,115.78784,13582.0,4.0,4.0,109.336914,119.24609,10469.0,2.0,7.0,82.62134,92.43652,6896.0,1.0,3.0,80.524414,95.312744,5539.0,0.0,7.0,102.102295,104.20776,20817.0,11.0,1.0,106.877686,118.661865,16888.0,8.0,2.0,94.029785,96.42261,16585.0,2.0,1.0,85.60986,99.101074,9800.0,2.0,2.0,90.016846,99.10425,8196.0,2.0,2.0,push,0,00:28:30
58,106.2308354,34.60291726130843,111.1221421,30.21682396934917,125078,33,33,1,5,80,9,51333,73745,-22412,22412,83.21411,91.78027,14539.0,1.0,4.0,75.65625,75.65625,13630.0,4.0,4.0,109.336914,119.24609,10517.0,2.0,7.0,95.858154,90.454346,6894.0,1.0,3.0,76.79248,78.21777,5753.0,0.0,7.0,129.77905,113.67505,21238.0,11.0,1.0,181.92188,178.15625,17061.0,8.0,2.0,120.56177,111.835205,16962.0,2.0,1.0,66.59424,131.59741,10017.0,2.0,2.0,122.593506,120.60278,8467.0,2.0,2.0,def,0,00:29:00
59,127.644824,20.25177225091572,123.5449955,16.02526647854473,126793,33,33,1,5,81,10,52538,74255,-21717,21717,116.65723,112.77368,14888.0,1.0,4.0,116.27295,122.58789,14017.0,4.0,4.0,127.37256,91.688965,10771.0,2.0,7.0,103.10425,116.01636,6992.0,1.0,3.0,112.96948,116.01001,5870.0,0.0,7.0,154.0957,129.98535,21503.0,11.0,1.0,142.47192,131.7688,17212.0,8.0,2.0,152.60132,128.21094,16910.0,2.0,1.0,102.30469,152.21094,10065.0,2.0,2.0,148.59814,134.19702,8565.0,2.0,2.0,farm,0,00:29:30
60,98.4282706,10.722871864982306,116.0909426,17.061685398410507,129330,36,36,1,5,81,10,52478,76852,-24374,24374,75.52783,79.1792,14975.0,1.0,4.0,107.464355,135.38159,13810.0,4.0,5.0,92.457275,93.92334,10957.0,2.0,7.0,95.91577,126.14746,6867.0,1.0,4.0,112.06909,125.16919,5869.0,0.0,8.0,108.39746,117.045166,21992.0,11.0,1.0,91.37671,126.83325,18092.0,10.0,2.0,105.447266,112.44092,17506.0,3.0,1.0,96.92749,121.60425,10381.0,2.0,2.0,98.69946,123.18506,8881.0,2.0,2.0,team_fight,0,00:30:00
61,93.0581791,14.284456149065404,110.6042716,13.577535766657569,132427,36,36,1,5,83,10,53094,79333,-26239,26239,94.81177,93.16821,15326.0,1.0,4.0,107.464355,135.38159,13860.0,4.0,5.0,105.756836,100.56738,11007.0,2.0,7.0,95.91577,126.14746,6947.0,1.0,4.0,112.06909,125.16919,5954.0,0.0,8.0,78.16724,102.89331,22542.0,11.0,1.0,76.93799,109.06177,18816.0,10.0,2.0,75.60083,103.43945,18123.0,3.0,1.0,79.55859,107.670166,10676.0,2.0,2.0,104.29932,102.54419,9176.0,2.0,2.0,push,0,00:30:30
62,125.9982899,27.75071869400663,102.8018552,18.855740663820207,136961,36,36,1,6,83,10,54383,82578,-28195,28195,128.2312,67.788574,15580.0,1.0,4.0,129.67676,86.697266,13685.0,4.0,5.0,163.66992,88.2063,11378.0,2.0,7.0,76.80005,99.048096,7277.0,1.0,4.0,81.536865,96.38745,6463.0,0.0,8.0,146.71484,108.444824,23181.0,11.0,1.0,142.28906,128.23413,19427.0,10.0,2.0,134.29614,114.999756,19042.0,3.0,1.0,115.711914,125.70947,11365.0,2.0,2.0,141.05615,112.502686,9563.0,2.0,2.0,push,0,00:31:00
63,134.6122316,45.16053462109381,98.8879157,10.39435079432139,139494,36,36,2,6,88,10,55593,83901,-28308,28308,78.975586,80.552734,15904.0,1.0,4.0,114.81445,91.378174,13977.0,4.0,5.0,77.9729,105.92847,11738.0,2.0,7.0,82.29419,102.323,7327.0,1.0,4.0,117.56714,85.411865,6647.0,0.0,8.0,171.10449,96.45166,23392.0,11.0,1.0,177.9314,102.44092,19827.0,10.0,2.0,162.78003,111.03931,19499.0,3.0,1.0,192.81543,111.64111,11550.0,2.0,2.0,169.8667,101.711914,9633.0,2.0,2.0,Roshan,0,00:31:30
64,105.473512,23.935753580937607,86.190112,20.38134007972921,141983,36,36,2,7,90,10,56557,85426,-28869,28869,69.25879,116.104004,16262.0,1.0,4.0,91.96704,125.31641,14101.0,4.0,5.0,83.77954,97.95947,11938.0,2.0,7.0,97.561035,81.51831,7475.0,1.0,4.0,77.60718,78.468506,6781.0,0.0,8.0,121.21973,79.9729,24208.0,11.0,1.0,128.969,65.19653,19987.0,10.0,2.0,126.123535,74.586426,19678.0,3.0,1.0,127.19751,66.875,11710.0,2.0,2.0,131.05176,75.903564,9843.0,2.0,2.0,Roshan,0,00:32:00
65,88.3482665,7.647756930011512,79.7309325,2.642967035782253,144436,37,37,2,8,90,10,57027,87409,-30382,30382,85.93701,84.302,16312.0,1.0,4.0,84.51831,84.363525,14330.0,4.0,5.0,90.87549,78.12012,11878.0,2.0,8.0,78.1189,78.524414,7640.0,1.0,4.0,79.47485,79.285645,6867.0,0.0,8.0,93.37793,79.661865,25137.0,12.0,1.0,81.45581,78.55664,20258.0,10.0,2.0,95.285645,80.27954,19869.0,3.0,1.0,92.870605,76.46875,11981.0,2.0,2.0,101.568115,77.746826,10164.0,2.0,2.0,push,0,00:32:30
66,87.3854737,6.726217344793679,80.9792976,2.387253730759781,147096,41,41,2,8,90,10,55239,91857,-36618,36618,92.38281,83.42041,16236.0,1.0,5.0,77.696045,80.08472,14426.0,4.0,5.0,90.87549,78.12012,11928.0,2.0,8.0,80.02661,80.16821,6776.0,1.0,5.0,86.502686,82.43408,5873.0,0.0,10.0,89.667725,85.81885,26561.0,14.0,1.0,100.11206,80.57056,21150.0,11.0,2.0,89.005615,81.31738,20533.0,3.0,1.0,87.37012,78.07056,12628.0,2.0,2.0,80.215576,79.788086,10985.0,3.0,2.0,team_fight,0,00:33:00
