match_id,slot,hero_name,role
8359874584,0,Warlock,sup_r
8359874584,1,DarkSeer,hard_r
8359874584,2,Huskar,mid_r
8359874584,3,Tusk,h_sup_r
8359874584,4,DoomBringer,core_r
8359874584,5,Nevermore,core_d
8359874584,6,Bristleback,hard_d
8359874584,7,EmberSpirit,mid_d
8359874584,8,Marci,h_sup_d
8359874584,9,Dawnbreaker,sup_d
