bin,avg_x,std_x,avg_y,std_y,sum_networth,sum_kills,sum_deaths,n_roshans,n_pushes,n_wards,hero_density,sum_networth_radiant,sum_networth_dire,net_worth_diff,abs_net_worth_diff,core_r_x,core_r_y,core_r_networth,core_r_kills,core_r_deaths,mid_r_x,mid_r_y,mid_r_networth,mid_r_kills,mid_r_deaths,hard_r_x,hard_r_y,hard_r_networth,hard_r_kills,hard_r_deaths,h_sup_r_x,h_sup_r_y,h_sup_r_networth,h_sup_r_kills,h_sup_r_deaths,sup_r_x,sup_r_y,sup_r_networth,sup_r_kills,sup_r_deaths,core_d_x,core_d_y,core_d_networth,core_d_kills,core_d_deaths,mid_d_x,mid_d_y,mid_d_networth,mid_d_kills,mid_d_deaths,hard_d_x,hard_d_y,hard_d_networth,hard_d_kills,hard_d_deaths,h_sup_d_x,h_sup_d_y,h_sup_d_networth,h_sup_d_kills,h_sup_d_deaths,sup_d_x,sup_d_y,sup_d_networth,sup_d_kills,sup_d_deaths,label,win
30,142.2807624,28.01344400935975,146.01379400000002,19.801722954803253,55834,22,23,0,3,35,10,30000,25834,4166,4166,101.17041,134.64844,7969.0,2.0,1.0,129.7793,137.21484,7774.0,7.0,0.0,129.1228,139.84424,7932.0,1.0,3.0,127.312744,128.68774,3632.0,2.0,2.0,124.85498,154.08936,2693.0,2.0,2.0,191.58911,134.03662,8212.0,2.0,2.0,154.00342,142.01733,5914.0,1.0,3.0,126.10181,190.42334,6044.0,0.0,2.0,159.18384,130.07227,2670.0,2.0,4.0,179.68921,169.10376,2994.0,3.0,4.0,gang,1
31,141.60756859999998,35.46204455118692,137.439697,20.22010900277909,57655,22,23,0,3,39,9,30910,26745,4165,4165,85.71265,152.85107,8519.0,2.0,1.0,146.06885,131.83276,7892.0,7.0,0.0,169.62524,102.60571,8031.0,1.0,3.0,158.91406,123.98511,3728.0,2.0,2.0,128.60938,134.46387,2740.0,2.0,2.0,185.26099,131.52954,8339.0,2.0,2.0,139.77808,149.8125,6132.0,1.0,3.0,85.197266,171.91309,6403.0,0.0,2.0,133.33813,155.46216,2717.0,2.0,4.0,183.57104,119.94116,3154.0,3.0,4.0,farm,1
32,142.917848,8.564471443453408,141.196754,6.42784225851396,60618,24,25,0,3,41,10,32630,27988,4642,4642,120.03125,156.59253,9165.0,2.0,1.0,147.2107,136.1482,8154.0,7.0,0.0,140.73071,137.28564,8367.0,1.0,3.0,144.96216,137.48145,4157.0,3.0,3.0,140.73218,136.66455,2787.0,2.0,2.0,147.55835,138.49683,8873.0,3.0,2.0,145.77173,145.8125,6475.0,1.0,3.0,146.27002,145.03784,6590.0,0.0,3.0,145.45459,141.29321,2793.0,2.0,4.0,150.45679,137.15479,3257.0,3.0,4.0,team_fight,1
33,140.21972599999998,28.10437831320602,137.984105,24.50892661197016,62934,26,27,0,3,42,9,33565,29369,4196,4196,126.05371,153.09863,9322.0,2.0,1.0,147.16284,136.0747,8352.0,8.0,1.0,133.28027,132.49463,8653.0,1.0,3.0,74.26758,79.82251,4329.0,3.0,3.0,131.24487,143.50903,2909.0,2.0,2.0,148.47949,139.07446,8830.0,3.0,3.0,158.35449,132.60645,6764.0,1.0,3.0,182.29688,178.78125,6772.0,0.0,3.0,151.33716,141.56787,3021.0,2.0,4.0,149.71997,142.81152,3982.0,4.0,4.0,def,1
34,146.024854,32.538155394544,143.68757290000002,30.08257455626221,65103,27,28,0,3,45,8,34845,30258,4587,4587,103.58276,173.2378,9755.0,2.0,1.0,137.70435,144.89868,8438.0,8.0,1.0,149.99121,126.841064,9074.0,2.0,3.0,151.10669,128.78906,4658.0,3.0,3.0,88.34961,186.20703,2920.0,2.0,2.0,148.53223,176.76978,8852.0,3.0,3.0,139.10205,152.68774,6942.0,1.0,3.0,191.83862,133.35864,7428.0,0.0,3.0,190.1106,84.811035,3157.0,2.0,4.0,159.93042,129.2749,3879.0,4.0,5.0,gang,1
35,151.898243,30.27633438907985,138.2086425,42.45412249749365,67198,28,29,0,3,47,9,36276,30922,5354,5354,171.27222,94.49072,10229.0,2.0,1.0,114.7041,172.73096,8669.0,8.0,1.0,176.25635,96.467285,9530.0,3.0,3.0,141.71094,176.67822,4655.0,3.0,3.0,121.30737,142.09863,3193.0,2.0,2.0,120.70801,179.99756,9119.0,3.0,3.0,179.29395,176.58374,7027.0,1.0,3.0,190.84692,83.98755,7558.0,0.0,3.0,179.87964,87.27026,3292.0,2.0,5.0,123.00293,171.7815,3926.0,4.0,5.0,gang,1
36,141.0665276,23.02756220055706,144.15502899999998,36.09236910331615,68692,28,29,0,3,48,9,36921,31771,5150,5150,169.69067,113.79346,10277.0,2.0,1.0,120.15698,137.36377,9002.0,8.0,1.0,107.156006,159.25146,9681.0,3.0,3.0,126.78638,139.41895,4750.0,3.0,3.0,126.49707,141.19482,3211.0,2.0,2.0,137.1792,191.34033,9562.0,3.0,3.0,149.7622,145.48657,6975.0,1.0,3.0,154.33936,64.18384,7970.0,0.0,3.0,181.90576,174.51025,3340.0,2.0,5.0,137.19165,175.00684,3924.0,4.0,5.0,def,1
37,159.858058,26.26072180721696,120.6263671,31.803202236726094,70014,28,29,0,3,52,9,37530,32484,5046,5046,174.75122,122.914795,10603.0,2.0,1.0,155.53687,121.97656,9049.0,8.0,1.0,192.62305,96.2666,9923.0,3.0,3.0,172.16772,123.413086,4697.0,3.0,3.0,166.5935,124.65625,3258.0,2.0,2.0,180.2378,143.104,9872.0,3.0,3.0,129.24243,163.8418,7188.0,1.0,3.0,111.16138,68.34375,8166.0,0.0,3.0,180.10767,79.81177,3337.0,2.0,5.0,136.15894,161.93506,3921.0,4.0,5.0,farm,1
38,140.296509,30.499703397866543,128.2373525,39.10239846037163,72362,29,30,0,3,54,6,38724,33638,5086,5086,159.71826,126.5603,10900.0,2.0,1.0,125.42627,127.556885,9538.0,9.0,1.0,191.65845,130.19995,10199.0,3.0,3.0,127.0625,137.45166,4688.0,3.0,3.0,138.65015,134.98755,3399.0,2.0,2.0,125.60205,192.23291,10022.0,3.0,3.0,82.62622,167.3789,7670.0,1.0,3.0,158.97168,64.27832,8579.0,0.0,3.0,168.84204,66.17578,3411.0,2.0,5.0,124.40747,135.55127,3956.0,4.0,6.0,farm,1
39,115.05,39.52565990250067,162.580321,37.3676948253873,74239,29,30,0,3,55,7,39460,34779,4681,4681,89.106445,167.45459,11046.0,2.0,1.0,80.98584,149.84375,9978.0,9.0,1.0,69.82617,180.9541,10247.0,3.0,3.0,94.72388,190.26587,4736.0,3.0,3.0,102.54004,181.41675,3453.0,2.0,2.0,103.63428,191.99487,10449.0,3.0,3.0,136.81982,142.03003,8149.0,1.0,3.0,108.848145,66.74194,8796.0,0.0,3.0,183.20117,176.69067,3459.0,2.0,5.0,180.81421,178.41064,3926.0,4.0,6.0,gang,1
40,115.2070316,39.253545900151465,153.580785,44.71940119567426,76222,29,30,0,3,56,8,40291,35931,4360,4360,73.46094,188.06665,11093.0,2.0,1.0,72.70703,185.52368,10169.0,9.0,1.0,71.81787,189.24365,10478.0,3.0,3.0,84.66626,186.28735,4947.0,3.0,3.0,101.48682,176.29321,3604.0,2.0,2.0,174.68286,94.08252,10675.0,3.0,3.0,138.30322,157.2356,8438.0,1.0,3.0,157.9336,64.16089,9249.0,0.0,3.0,151.4082,121.89282,3576.0,2.0,5.0,125.603516,173.02148,3993.0,4.0,6.0,def,1
