bin,avg_x,std_x,avg_y,std_y,sum_networth,sum_kills,sum_deaths,n_roshans,n_pushes,n_wards,hero_density,sum_networth_radiant,sum_networth_dire,net_worth_diff,abs_net_worth_diff,core_r_x,core_r_y,core_r_networth,core_r_kills,core_r_deaths,mid_r_x,mid_r_y,mid_r_networth,mid_r_kills,mid_r_deaths,hard_r_x,hard_r_y,hard_r_networth,hard_r_kills,hard_r_deaths,h_sup_r_x,h_sup_r_y,h_sup_r_networth,h_sup_r_kills,h_sup_r_deaths,sup_r_x,sup_r_y,sup_r_networth,sup_r_kills,sup_r_deaths,core_d_x,core_d_y,core_d_networth,core_d_kills,core_d_deaths,mid_d_x,mid_d_y,mid_d_networth,mid_d_kills,mid_d_deaths,hard_d_x,hard_d_y,hard_d_networth,hard_d_kills,hard_d_deaths,h_sup_d_x,h_sup_d_y,h_sup_d_networth,h_sup_d_kills,h_sup_d_deaths,sup_d_x,sup_d_y,sup_d_networth,sup_d_kills,sup_d_deaths,label,win
32,129.908861,32.11764732571918,123.1775875,39.36529646351334,59673,13,13,0,3,44,8,27977,31696,-3719,3719,90.72046,127.68359,7181.0,0.0,2.0,84.69116,162.82764,8576.0,2.0,1.0,116.83911,131.00293,6670.0,0.0,2.0,120.79443,77.73096,2747.0,0.0,3.0,120.60083,120.54907,2803.0,1.0,2.0,182.96875,177.3125,8961.0,3.0,1.0,159.85913,87.720215,7400.0,1.0,1.0,132.85913,89.01123,8432.0,5.0,0.0,169.30908,79.98706,3339.0,1.0,1.0,120.44653,177.95068,3564.0,0.0,0.0,farm,0
33,118.3791266,28.41899417931019,117.879785,37.58535950892091,62331,13,13,0,3,49,9,29266,33065,-3799,3799,67.79761,120.02026,7498.0,0.0,2.0,121.9187,89.382324,9127.0,2.0,1.0,120.148926,95.91406,6932.0,0.0,2.0,140.05933,80.21362,2788.0,0.0,3.0,134.16968,100.61377,2921.0,1.0,2.0,145.47021,136.39429,9318.0,3.0,1.0,79.93921,163.37256,7596.0,1.0,1.0,156.53174,63.830566,8655.0,5.0,0.0,100.89331,162.07349,3400.0,1.0,1.0,116.86255,166.98291,4096.0,0.0,0.0,farm,0
34,127.828637,33.065693703066934,117.2752684,32.52595672577756,65879,13,13,0,3,49,7,30762,35117,-4355,4355,82.16577,112.59424,7838.0,0.0,2.0,141.57056,90.54785,9545.0,2.0,1.0,123.70361,117.74097,7373.0,0.0,2.0,156.74902,93.913574,3037.0,0.0,3.0,131.27637,109.87866,2969.0,1.0,2.0,156.53027,122.43994,10048.0,3.0,1.0,85.789795,173.29883,7999.0,1.0,1.0,167.76611,65.00781,9196.0,5.0,0.0,82.811035,164.8125,3666.0,1.0,1.0,149.92383,122.51831,4208.0,0.0,0.0,farm,0
35,128.9361331,33.369832837646584,133.273583,30.96159003067656,68121,13,13,0,3,52,8,31753,36368,-4615,4615,69.239746,135.89355,8133.0,0.0,2.0,146.28906,90.78906,9788.0,2.0,1.0,121.50952,114.31494,7620.0,0.0,2.0,142.68872,106.66406,3162.0,0.0,3.0,138.7024,107.59863,3050.0,1.0,2.0,141.38965,144.59546,10506.0,3.0,1.0,99.525635,187.72803,8300.0,1.0,1.0,191.8352,126.19751,9457.0,5.0,0.0,101.10132,176.39282,3799.0,1.0,1.0,137.08008,142.56177,4306.0,0.0,0.0,farm,0
36,120.949219,34.087874583755976,129.32407189999998,33.66933297395491,70532,13,13,0,3,52,8,32905,37627,-4722,4722,82.46948,129.79956,8452.0,0.0,2.0,131.82007,72.77368,10115.0,2.0,1.0,120.22656,118.180664,7838.0,0.0,2.0,149.85718,90.116455,3210.0,0.0,3.0,113.34717,118.4729,3290.0,1.0,2.0,115.33057,158.45117,11069.0,3.0,1.0,91.44263,190.44043,8494.0,1.0,1.0,191.8103,124.64331,9889.0,5.0,0.0,78.05151,152.82568,3821.0,1.0,1.0,135.13672,137.53687,4354.0,0.0,0.0,farm,0
37,119.61308549999998,38.63321179083688,124.5395265,38.249655858449096,73171,13,13,0,3,53,6,34115,39056,-4941,4941,87.67383,136.78003,8908.0,0.0,2.0,137.43579,65.17383,10291.0,2.0,1.0,122.713135,119.34204,8192.0,0.0,2.0,143.88062,80.41724,3379.0,0.0,3.0,86.8396,136.08789,3345.0,1.0,2.0,158.06714,124.178955,11472.0,3.0,1.0,71.31494,180.64111,8812.0,1.0,1.0,183.5476,91.99121,10056.0,5.0,0.0,71.29834,180.64478,4050.0,1.0,1.0,133.35986,130.13818,4666.0,0.0,0.0,farm,0
38,128.85969219999998,30.949846092481668,116.8877184,26.879960470581445,75767,13,13,0,3,53,9,35491,40276,-4785,4785,86.01245,138.3999,9466.0,0.0,2.0,121.62915,78.64038,10557.0,2.0,1.0,122.74219,122.538574,8477.0,0.0,2.0,121.20752,82.21118,3497.0,0.0,3.0,108.215576,121.73535,3494.0,1.0,2.0,191.04907,131.38745,11881.0,3.0,1.0,96.166016,166.41357,9098.0,1.0,1.0,145.28271,106.61255,10342.0,5.0,0.0,159.5625,95.16821,4097.0,1.0,1.0,136.72974,125.77002,4858.0,0.0,0.0,farm,0
39,88.5543458,16.006450103695787,174.583032,6.622616842369791,77161,13,13,0,3,54,10,35772,41389,-5617,5617,68.598145,173.71289,9645.0,0.0,2.0,72.861084,186.32593,10505.0,2.0,1.0,82.44458,171.19873,8547.0,0.0,2.0,77.4729,169.80737,3545.0,0.0,3.0,71.64795,185.27344,3530.0,1.0,2.0,113.21631,167.91699,12140.0,3.0,1.0,102.401855,173.2146,9314.0,1.0,1.0,91.528564,167.06519,10669.0,5.0,0.0,100.79468,176.75244,4252.0,1.0,1.0,104.57739,174.56274,5014.0,0.0,0.0,gang,0
40,67.5956554,3.552153224783061,175.648387,4.616023787657872,78887,15,15,0,3,56,10,36264,42623,-6359,6359,70.69751,169.38574,9769.0,0.0,2.0,65.500244,174.42944,10714.0,2.0,1.0,65.500244,174.42944,8665.0,0.0,2.0,63.613037,173.82446,3592.0,0.0,4.0,65.453125,173.45044,3524.0,1.0,3.0,71.06348,183.9834,12191.0,3.0,1.0,65.4126,174.51904,9560.0,1.0,1.0,64.111084,173.302,11462.0,7.0,0.0,71.448,183.71826,4299.0,1.0,1.0,73.15723,175.44165,5111.0,0.0,0.0,team_fight,0
41,95.7083738,37.28021518372872,155.230689,42.939171937672334,83166,17,17,0,3,56,7,36444,46722,-10278,10278,114.70117,135.6604,10186.0,0.0,2.0,65.44287,178.73096,10493.0,2.0,2.0,59.786133,172.08545,8517.0,0.0,3.0,88.48755,79.2583,3639.0,0.0,4.0,65.453125,173.45044,3609.0,1.0,3.0,85.97534,187.69702,12617.0,3.0,1.0,178.46143,176.4646,10109.0,2.0,1.0,134.27588,78.13574,12166.0,8.0,0.0,91.76782,185.8877,4919.0,1.0,1.0,72.73242,184.93628,6911.0,0.0,0.0,team_fight,0
42,117.858984,36.06381758025508,131.00149019999998,41.49774762440777,86126,17,17,0,3,56,6,37409,48717,-11308,11308,79.11597,150.73755,10594.0,0.0,2.0,117.25903,110.624756,10541.0,2.0,2.0,79.94263,79.20044,8565.0,0.0,3.0,129.21973,79.70215,4015.0,0.0,4.0,74.5105,130.71216,3694.0,1.0,3.0,131.677,190.89624,13276.0,3.0,1.0,132.71118,148.1228,10570.0,2.0,1.0,161.80273,81.346436,12569.0,8.0,0.0,179.4458,176.1753,5037.0,1.0,1.0,92.90527,162.49707,7265.0,0.0,0.0,farm,0
