bin,avg_x,std_x,avg_y,std_y,sum_networth,sum_kills,sum_deaths,n_roshans,n_pushes,n_wards,hero_density,sum_networth_radiant,sum_networth_dire,net_worth_diff,abs_net_worth_diff,core_r_x,core_r_y,core_r_networth,core_r_kills,core_r_deaths,mid_r_x,mid_r_y,mid_r_networth,mid_r_kills,mid_r_deaths,hard_r_x,hard_r_y,hard_r_networth,hard_r_kills,hard_r_deaths,h_sup_r_x,h_sup_r_y,h_sup_r_networth,h_sup_r_kills,h_sup_r_deaths,sup_r_x,sup_r_y,sup_r_networth,sup_r_kills,sup_r_deaths,core_d_x,core_d_y,core_d_networth,core_d_kills,core_d_deaths,mid_d_x,mid_d_y,mid_d_networth,mid_d_kills,mid_d_deaths,hard_d_x,hard_d_y,hard_d_networth,hard_d_kills,hard_d_deaths,h_sup_d_x,h_sup_d_y,h_sup_d_networth,h_sup_d_kills,h_sup_d_deaths,sup_d_x,sup_d_y,sup_d_networth,sup_d_kills,sup_d_deaths,label,win
49,128.8463385,28.31119545963458,152.934033,20.503303250069,103156,25,25,1,7,73,9,51444,51712,-268,268,140.14233,142.53369,16134.0,3.0,1.0,112.6543,160.35205,11748.0,5.0,2.0,118.66211,156.82495,10729.0,1.0,3.0,141.26758,130.90552,7676.0,1.0,3.0,129.76294,149.8833,5157.0,2.0,4.0,71.22388,183.48438,16229.0,4.0,1.0,176.25244,168.23901,11903.0,3.0,3.0,149.56787,128.57715,12105.0,2.0,0.0,140.73804,128.32617,5259.0,2.0,4.0,108.191895,180.21411,6216.0,2.0,4.0,team_fight,1
50,159.005933,18.190206562727983,144.8712636,33.918479619585945,105756,26,26,1,8,74,9,53095,52661,434,434,160.1106,154.18774,16415.0,3.0,1.0,152.33057,158.10156,11806.0,5.0,2.0,152.58447,155.87476,11302.0,1.0,3.0,157.8457,150.96948,7914.0,1.0,3.0,152.32129,152.36792,5658.0,3.0,4.0,166.41699,66.2146,16666.0,4.0,1.0,128.8269,187.30981,12059.0,3.0,3.0,191.73853,127.947266,12538.0,2.0,0.0,144.4607,119.71338,5176.0,2.0,5.0,183.42358,176.02612,6222.0,2.0,4.0,gang,1
51,160.26496600000002,6.72716774096267,157.095019,4.3325369813038535,108033,26,26,1,9,74,10,54800,53233,1567,1567,159.79224,155.90161,17164.0,3.0,1.0,152.56445,156.41675,12068.0,5.0,2.0,152.07104,153.88086,11564.0,1.0,3.0,158.43091,149.7915,8084.0,1.0,3.0,152.06714,152.35693,5920.0,3.0,4.0,163.90674,162.15283,17004.0,4.0,1.0,171.02417,159.94873,12106.0,3.0,3.0,159.57031,157.08936,12550.0,2.0,0.0,166.66089,160.1748,5223.0,2.0,5.0,166.56177,163.23682,6350.0,2.0,4.0,push,1
52,143.797364,15.006898695118858,149.487011,14.43771755442086,109206,26,26,1,9,75,10,55365,53841,1524,1524,140.07202,147.7168,17298.0,3.0,1.0,140.9209,148.3352,12324.0,5.0,2.0,134.1753,143.25293,11611.0,1.0,3.0,140.6897,143.09692,8215.0,1.0,3.0,136.77734,143.19629,5917.0,3.0,4.0,159.13013,157.37476,16990.0,4.0,1.0,155.47192,161.27417,12226.0,3.0,3.0,156.20874,119.60498,12970.0,2.0,0.0,112.34009,174.01782,5220.0,2.0,5.0,162.1875,157.00024,6435.0,2.0,4.0,def,1
53,163.083765,8.82420633514331,156.469264,5.5905579408801245,113103,30,30,1,9,75,10,58027,55076,2951,2951,169.87842,157.57007,18078.0,4.0,1.0,159.59448,154.70557,12717.0,5.0,2.0,162.93799,155.56348,12297.0,2.0,3.0,153.14111,147.99927,8268.0,1.0,4.0,154.86914,154.33228,6667.0,4.0,4.0,165.32935,160.34912,16892.0,4.0,2.0,176.78662,169.53613,12812.0,4.0,3.0,151.21094,155.09326,13150.0,2.0,0.0,174.97437,156.5586,5702.0,2.0,6.0,162.11523,152.98486,6520.0,2.0,5.0,team_fight,1
54,151.40214999999998,22.64263150798609,154.266212,13.988579530392965,116563,31,31,1,10,75,10,61335,55228,6107,6107,175.24512,152.42773,19122.0,4.0,1.0,121.18994,164.7456,13583.0,5.0,2.0,135.2539,138.01294,13118.0,2.0,3.0,135.5669,135.44385,7900.0,1.0,4.0,164.54126,147.69434,7612.0,5.0,4.0,165.32935,160.34912,17123.0,4.0,2.0,119.7605,175.32544,12880.0,4.0,3.0,145.10132,140.3335,12869.0,2.0,1.0,174.97437,156.5586,5750.0,2.0,6.0,177.05884,171.771,6606.0,2.0,5.0,push,1
55,160.944215,13.160398779997552,150.82085,10.642058308656486,119856,31,31,1,10,76,10,64217,55639,8578,8578,140.19434,148.29736,19988.0,4.0,1.0,168.62134,144.98486,14036.0,5.0,2.0,179.65161,135.74268,13737.0,2.0,3.0,155.31567,148.72339,8391.0,1.0,4.0,147.29834,141.71509,8065.0,5.0,4.0,165.32935,160.34912,17171.0,4.0,2.0,169.91553,161.43848,13112.0,4.0,3.0,145.10132,140.3335,12917.0,2.0,1.0,172.22241,158.91748,5798.0,2.0,6.0,165.79224,167.70654,6641.0,2.0,5.0,push,1
56,141.065257,34.2764848817644,137.2929189,23.29030867696789,121627,31,31,1,10,76,9,64746,56881,7865,7865,127.28027,124.01611,20248.0,4.0,1.0,103.42651,141.65527,14184.0,5.0,2.0,139.57324,117.91162,13664.0,2.0,3.0,105.03369,139.32397,8587.0,1.0,4.0,102.95654,134.3125,8063.0,5.0,4.0,167.56909,133.1687,17674.0,4.0,2.0,180.531,125.329834,13320.0,4.0,3.0,121.55127,190.92456,13012.0,2.0,1.0,194.1211,108.373535,5986.0,2.0,6.0,168.60986,157.91309,6889.0,2.0,5.0,def,1
57,140.1087145,23.99838831745425,151.615894,32.23330861025015,124297,31,31,1,10,78,9,66319,57978,8341,8341,112.06079,174.14966,20937.0,4.0,1.0,123.88672,163.53369,14585.0,5.0,2.0,120.849365,162.28369,13794.0,2.0,3.0,114.39087,170.22974,8755.0,1.0,4.0,132.54077,157.57324,8248.0,5.0,4.0,179.14111,114.48511,18089.0,4.0,2.0,158.70288,156.27881,13512.0,4.0,3.0,132.156,186.20337,13336.0,2.0,1.0,163.99341,76.78638,6034.0,2.0,6.0,163.36523,154.63525,7007.0,2.0,5.0,push,1
58,151.28627799999998,6.9052351708054704,175.089086,3.218274424274253,125726,31,31,1,11,81,10,67547,58179,9368,9368,151.39893,175.6001,21342.0,4.0,1.0,143.31738,179.21313,14850.0,5.0,2.0,144.45972,170.21973,13953.0,2.0,3.0,145.01611,174.38477,8885.0,1.0,4.0,143.4497,170.69067,8517.0,5.0,4.0,159.14014,176.38037,18190.0,4.0,2.0,151.65405,175.63525,13480.0,4.0,3.0,160.09741,172.08618,13384.0,2.0,1.0,154.95898,178.70752,6082.0,2.0,6.0,159.37036,177.97314,7043.0,2.0,5.0,def,1
59,152.019555,5.7412235570211445,173.129516,1.869916322003029,128375,31,31,1,12,82,10,69220,59155,10065,10065,153.03735,173.64087,22090.0,4.0,1.0,150.06909,175.4143,15113.0,5.0,2.0,142.60498,170.44922,14216.0,2.0,3.0,148.05298,170.38403,9121.0,1.0,4.0,144.98291,176.05908,8680.0,5.0,4.0,160.42749,172.0647,18650.0,4.0,2.0,153.58325,174.14429,13525.0,4.0,3.0,153.79907,173.22583,13524.0,2.0,1.0,154.03052,172.48169,6283.0,2.0,6.0,159.60791,173.43115,7173.0,2.0,5.0,push,1
60,140.146557,28.47239839746949,149.217726,28.66171015018438,129809,32,32,1,12,83,9,71244,58565,12679,12679,122.56445,163.03589,22623.0,4.0,1.0,134.68823,138.2544,15486.0,5.0,2.0,139.4082,161.71729,14540.0,2.0,3.0,73.96045,76.99463,9653.0,2.0,4.0,131.2185,147.15796,8942.0,5.0,4.0,146.12427,182.25098,19035.0,4.0,2.0,176.89062,148.96729,12295.0,4.0,4.0,156.91553,144.23242,13673.0,2.0,1.0,164.99512,157.53857,6352.0,2.0,6.0,154.7002,172.02783,7210.0,2.0,5.0,team_fight,1
61,153.42614840000002,16.67567340082282,145.0383056,20.196955739329912,131530,32,32,1,12,83,10,71778,59752,12026,12026,112.416504,159.20337,22714.0,4.0,1.0,155.2876,120.01245,15741.0,5.0,2.0,151.68994,122.15918,14590.0,2.0,3.0,150.00171,125.961426,9741.0,2.0,4.0,150.15137,123.61548,8992.0,5.0,4.0,155.48853,173.8086,19656.0,4.0,2.0,170.27808,153.19897,12412.0,4.0,4.0,175.17285,150.0415,13779.0,2.0,1.0,155.0354,166.52075,6354.0,2.0,6.0,158.7395,155.86133,7551.0,2.0,5.0,def,1
62,153.57302199999998,18.849816792030268,145.67539,16.287267258966434,133497,32,32,1,12,85,10,72915,60582,12333,12333,134.89429,135.19678,23566.0,4.0,1.0,144.2727,148.92993,15566.0,5.0,2.0,164.09717,131.30444,14787.0,2.0,3.0,158.43286,133.44653,9823.0,2.0,4.0,136.76245,130.46045,9173.0,5.0,4.0,132.01611,180.38379,19984.0,4.0,2.0,175.92212,151.81006,12509.0,4.0,4.0,188.14648,131.9331,14046.0,2.0,1.0,159.76392,154.67944,6404.0,2.0,6.0,141.42212,158.60938,7639.0,2.0,5.0,def,1
63,150.155639,12.129035595035251,154.889038,10.031200587676192,134841,33,33,1,12,87,10,74285,60556,13729,13729,150.11841,145.58545,24027.0,4.0,1.0,149.42065,151.01929,15961.0,6.0,2.0,124.03784,147.75635,15045.0,2.0,3.0,142.56909,138.34155,9832.0,2.0,4.0,138.26001,150.30298,9420.0,5.0,4.0,158.55591,168.8706,20134.0,4.0,2.0,159.86035,157.35327,12707.0,4.0,4.0,160.78052,162.67114,14332.0,2.0,1.0,156.85327,158.58936,6454.0,2.0,6.0,161.10034,168.40039,6929.0,2.0,6.0,Roshan,1
64,137.29961,29.11308339302033,129.7900635,25.265271639677888,137063,33,33,1,12,87,9,75690,61373,14317,14317,116.33325,135.04614,24720.0,4.0,1.0,136.01514,120.19287,16592.0,6.0,2.0,136.41187,101.529785,15359.0,2.0,3.0,70.83838,74.76489,10185.0,2.0,4.0,123.66675,124.73364,8834.0,5.0,4.0,146.40161,142.10327,20370.0,4.0,2.0,175.27881,148.23755,13053.0,4.0,4.0,157.35913,151.76978,14417.0,2.0,1.0,156.79541,149.23462,6504.0,2.0,6.0,153.89575,150.28809,7029.0,2.0,6.0,Roshan,1
65,144.773413,7.111939703378393,106.586865,7.049268978700024,138755,33,33,1,12,88,10,76785,61970,14815,14815,149.03247,106.427734,24770.0,4.0,1.0,145.23413,115.05737,16667.0,6.0,2.0,150.28906,101.31079,15409.0,2.0,3.0,152.83081,109.99658,10205.0,2.0,4.0,155.1416,113.37744,9734.0,5.0,4.0,137.7583,103.23633,20535.0,4.0,2.0,137.73828,111.947266,13285.0,4.0,4.0,139.75757,109.01343,14467.0,2.0,1.0,145.63843,91.12207,6554.0,2.0,6.0,134.31348,104.37964,7129.0,2.0,6.0,team_fight,1
66,130.785792,20.622314086142925,108.2438475,25.53579799105531,141432,35,35,2,12,88,9,79945,61487,18458,18458,119.44531,100.6709,26166.0,6.0,1.0,118.98584,99.78076,17184.0,6.0,2.0,123.62378,100.90283,15900.0,2.0,3.0,132.62598,103.99219,10745.0,2.0,4.0,120.50122,99.19678,9950.0,5.0,4.0,135.99683,103.57617,20245.0,4.0,3.0,119.19238,100.323975,13319.0,4.0,4.0,139.61719,105.61963,14139.0,2.0,2.0,184.29639,179.73071,6588.0,2.0,6.0,113.573,88.64453,7196.0,2.0,6.0,team_fight,1
