bin,avg_x,std_x,avg_y,std_y,sum_networth,sum_kills,sum_deaths,n_roshans,n_pushes,n_wards,hero_density,sum_networth_radiant,sum_networth_dire,net_worth_diff,abs_net_worth_diff,core_r_x,core_r_y,core_r_networth,core_r_kills,core_r_deaths,mid_r_x,mid_r_y,mid_r_networth,mid_r_kills,mid_r_deaths,hard_r_x,hard_r_y,hard_r_networth,hard_r_kills,hard_r_deaths,h_sup_r_x,h_sup_r_y,h_sup_r_networth,h_sup_r_kills,h_sup_r_deaths,sup_r_x,sup_r_y,sup_r_networth,sup_r_kills,sup_r_deaths,core_d_x,core_d_y,core_d_networth,core_d_kills,core_d_deaths,mid_d_x,mid_d_y,mid_d_networth,mid_d_kills,mid_d_deaths,hard_d_x,hard_d_y,hard_d_networth,hard_d_kills,hard_d_deaths,h_sup_d_x,h_sup_d_y,h_sup_d_networth,h_sup_d_kills,h_sup_d_deaths,sup_d_x,sup_d_y,sup_d_networth,sup_d_kills,sup_d_deaths,label
10,119.957789,37.68269058133225,125.3896729,24.587422328262782,17204,3,3,0,0,15,9,8285,8919,-634,634,175.76392,100.40967,2311.0,0.0,0.0,117.2417,116.178955,1649.0,0.0,1.0,81.00806,151.94434,2040.0,0.0,0.0,89.698975,132.78564,1137.0,0.0,1.0,162.59033,87.041504,1148.0,1.0,0.0,80.49512,164.02197,2645.0,1.0,0.0,116.143555,122.37842,2125.0,0.0,1.0,174.21533,106.51929,1931.0,0.0,0.0,110.93921,122.0686,1095.0,1.0,0.0,91.48169,150.54834,1123.0,0.0,0.0,farm
11,120.8066406,39.43778082394668,116.5734388,25.144893880954875,18183,3,3,0,0,16,8,8566,9617,-1051,1051,182.53076,92.98657,2493.0,0.0,0.0,75.22412,81.25806,1594.0,0.0,1.0,77.506836,95.93628,2085.0,0.0,0.0,108.13599,134.92847,1182.0,0.0,1.0,137.96997,113.267334,1212.0,1.0,0.0,72.27124,165.0481,2891.0,1.0,0.0,126.87451,125.42285,2410.0,0.0,1.0,176.021,100.3064,2048.0,0.0,0.0,137.80957,119.750244,1137.0,1.0,0.0,113.72241,136.83008,1131.0,0.0,0.0,gang
12,129.56735799999998,33.14606282191054,131.4218511,19.30198499640107,19216,4,4,0,0,19,9,9407,9809,-402,402,177.55957,103.918945,2724.0,0.0,0.0,126.79614,133.22998,1739.0,0.0,1.0,75.76636,159.47241,2207.0,0.0,0.0,129.35425,128.01978,1257.0,0.0,1.0,127.02368,124.11304,1480.0,2.0,0.0,81.02417,165.12793,3011.0,1.0,0.0,129.39648,132.13647,2387.0,0.0,2.0,176.62158,106.923096,2115.0,0.0,0.0,139.30078,129.30298,1188.0,1.0,0.0,132.83057,131.97388,1108.0,0.0,0.0,team_fight
13,130.3576909,38.977550575557935,126.2713146,25.11650219268409,20383,4,4,0,0,20,9,10059,10324,-265,265,175.61426,104.56348,2923.0,0.0,0.0,119.5061,122.23071,1953.0,0.0,1.0,80.09546,160.948,2506.0,0.0,0.0,82.03516,133.3252,1302.0,0.0,1.0,162.22119,88.684326,1375.0,2.0,0.0,93.341064,170.30762,3254.0,1.0,0.0,122.49927,123.64722,2510.0,0.0,2.0,179.91187,107.37866,2305.0,0.0,0.0,170.2644,115.28906,1199.0,1.0,0.0,118.088135,136.33887,1056.0,0.0,0.0,farm
14,126.6053714,41.19062009451777,125.4155021,28.59456679595361,21514,4,4,0,0,20,9,10634,10880,-246,246,171.75977,83.25586,3091.0,0.0,0.0,120.65698,123.30957,2159.0,0.0,1.0,82.38574,145.20947,2667.0,0.0,0.0,82.69263,144.61792,1297.0,0.0,1.0,166.02466,82.850586,1420.0,2.0,0.0,84.961914,163.4497,3476.0,1.0,0.0,126.02051,127.25049,2674.0,0.0,2.0,173.83154,107.44458,2465.0,0.0,0.0,172.35205,117.224365,1194.0,1.0,0.0,85.36792,159.54248,1071.0,0.0,0.0,farm
15,124.9105707,38.870437519115455,126.497315,31.68319646410311,22580,4,4,0,0,23,8,11273,11307,-34,34,183.26416,76.85034,3295.0,0.0,0.0,116.309814,121.578125,2358.0,0.0,1.0,79.366455,160.76245,2875.0,0.0,0.0,74.260254,159.3435,1280.0,0.0,1.0,169.80566,90.38794,1465.0,2.0,0.0,92.06445,172.9419,3603.0,1.0,0.0,121.007324,126.855225,2841.0,0.0,2.0,172.33374,101.15503,2596.0,0.0,0.0,126.63501,117.88306,1189.0,1.0,0.0,114.05884,137.21558,1078.0,0.0,0.0,farm
16,117.9347166,32.17971416674541,140.0401364,31.19792050760871,24230,6,6,0,0,24,8,11912,12318,-406,406,92.40454,166.69873,3556.0,1.0,0.0,115.89502,120.53345,2365.0,0.0,2.0,95.15552,165.33887,3123.0,0.0,0.0,98.57349,173.14087,1321.0,0.0,1.0,169.48071,96.680664,1547.0,2.0,0.0,92.02124,172.19336,3648.0,1.0,0.0,122.715576,118.1687,3445.0,1.0,2.0,179.48071,101.7124,2713.0,0.0,0.0,120.65454,120.00488,1352.0,1.0,0.0,92.96582,165.92944,1160.0,0.0,1.0,gang
17,121.5405755,41.20242567259943,147.725,34.353083901700714,26080,9,9,0,0,24,7,13529,12551,978,978,89.58594,176.60742,4163.0,3.0,0.0,129.24878,127.23682,2776.0,1.0,2.0,81.2749,148.3899,3432.0,0.0,0.0,86.28711,180.19458,1566.0,0.0,1.0,169.74072,92.66821,1592.0,2.0,0.0,83.52026,174.1936,3656.0,1.0,1.0,87.265625,179.08667,3403.0,1.0,3.0,175.2312,102.70117,2924.0,0.0,0.0,133.75708,120.07031,1363.0,1.0,1.0,179.49414,176.10132,1205.0,0.0,1.0,def
18,123.98877,36.72379832269745,131.88029899999998,36.37393684436081,27096,9,9,0,0,24,7,14088,13008,1080,1080,91.5249,132.71875,4299.0,3.0,0.0,128.23535,126.45093,2980.0,1.0,2.0,72.96118,79.30469,3477.0,0.0,0.0,94.24048,132.53345,1611.0,0.0,1.0,160.95337,83.147705,1721.0,2.0,0.0,104.76929,182.36304,3797.0,1.0,1.0,175.43994,172.94385,3448.0,1.0,3.0,174.74585,104.032715,3105.0,0.0,0.0,135.20728,131.86206,1408.0,1.0,1.0,101.81006,173.4458,1250.0,0.0,1.0,farm
19,121.7351804,28.464586925825675,132.8272955,34.44947673512896,28685,9,9,0,0,26,9,15022,13663,1359,1359,99.822754,132.021,4687.0,3.0,0.0,121.7334,127.980225,3300.0,1.0,2.0,81.19849,153.49097,3540.0,0.0,0.0,116.98999,131.67871,1725.0,0.0,1.0,162.5747,79.84326,1770.0,2.0,0.0,97.49341,183.66895,4008.0,1.0,1.0,138.01685,119.02368,3545.0,1.0,3.0,161.19995,88.02466,3304.0,0.0,0.0,142.12695,128.52856,1544.0,1.0,1.0,96.19531,184.01294,1262.0,0.0,1.0,farm
20,128.0232416,34.819646595860256,144.77580600000002,35.292566997747464,30471,9,9,0,0,26,8,15873,14598,1275,1275,96.139404,129.44556,5043.0,3.0,0.0,95.32788,168.3999,3400.0,1.0,2.0,104.641846,182.31055,3796.0,0.0,0.0,85.350586,166.21313,1770.0,0.0,1.0,167.50195,89.82495,1864.0,2.0,0.0,122.54443,184.60547,4155.0,1.0,1.0,124.36865,125.04346,4041.0,1.0,3.0,176.43579,96.15332,3449.0,0.0,0.0,129.80298,129.88452,1646.0,1.0,1.0,178.1189,175.8772,1307.0,0.0,1.0,gang
21,127.3605724,30.23136430418152,143.04243200000002,35.73440346974469,33153,9,9,0,0,27,8,17777,15376,2401,2401,122.552,123.991455,5569.0,3.0,0.0,97.46973,153.9524,3829.0,1.0,2.0,93.177734,171.344,4169.0,0.0,0.0,91.139404,164.34204,1949.0,0.0,1.0,162.91724,86.61328,2261.0,2.0,0.0,137.20288,191.83325,4411.0,1.0,1.0,157.0564,123.3479,4254.0,1.0,3.0,174.1189,97.470215,3673.0,0.0,0.0,130.36084,133.94531,1686.0,1.0,1.0,107.610596,183.58447,1352.0,0.0,1.0,push
22,129.0374499,28.870611481550903,151.1900865,37.77561735510061,35153,9,9,0,0,30,8,18734,16419,2315,2315,93.148926,130.53564,5856.0,3.0,0.0,93.81201,167.82764,4043.0,1.0,2.0,121.45801,185.93481,4289.0,0.0,0.0,123.33032,188.62378,2098.0,0.0,1.0,171.781,90.64868,2448.0,2.0,0.0,123.361084,184.0935,4646.0,1.0,1.0,149.69092,122.883545,4739.0,1.0,3.0,177.3247,96.26904,3847.0,0.0,0.0,114.241455,167.3562,1840.0,1.0,1.0,122.226074,177.72803,1347.0,0.0,1.0,gang
23,128.9561276,24.7636159484197,147.10236700000002,33.58626707027543,36870,10,11,0,0,32,8,20037,16833,3204,3204,126.013916,123.4104,6270.0,3.0,0.0,113.8938,141.73022,4395.0,1.0,2.0,100.83325,154.35767,4456.0,0.0,0.0,124.45654,186.76733,2423.0,1.0,2.0,166.99072,88.72363,2493.0,2.0,0.0,122.77173,185.19604,4575.0,1.0,2.0,143.07617,151.29956,4857.0,1.0,3.0,173.55762,102.06348,4128.0,0.0,0.0,108.23511,161.85571,1835.0,1.0,1.0,109.73242,175.61963,1438.0,0.0,1.0,def
24,125.552173,34.65666079424272,135.450879,31.2037277151744,39062,10,11,0,1,32,8,21181,17881,3300,3300,130.37842,121.21265,6699.0,3.0,0.0,123.913574,126.66528,4619.0,1.0,2.0,85.51465,154.24268,4696.0,0.0,0.0,89.10303,155.6289,2461.0,1.0,2.0,167.96484,76.22217,2706.0,2.0,0.0,96.895996,171.97412,4958.0,1.0,2.0,144.1062,152.55396,5161.0,1.0,3.0,182.8081,92.48779,4258.0,0.0,0.0,90.23926,162.02002,1960.0,1.0,1.0,144.59766,141.50122,1544.0,0.0,1.0,push
